bpt lgm_tot_p50 sfr_tot_p50 color_gr type
1              2.9554117845 -0.2167651082  1.4960710588 unmatched    
0             -0.0455466041  0.8380937137 -0.0516272040 unmatched    
1             -0.1835896591  0.4267523036  0.2377743451 unmatched    
0             -1.4605106574  1.0673854103 -0.8196231791 unmatched    
0             -1.3594872752  1.3036153884 -1.0982770349 unmatched    
1              0.3840150044 -0.4021779174  0.4077542622 unmatched    
1              0.8315255452 -0.9778004266  0.7037849925 unmatched    
0              1.0421829461 -0.6132485736  0.4870761947 unmatched    
0              0.4124543599  0.6967468344  0.8070926926 unmatched    
0              1.1915956795 -1.0414599065  0.6787138043 unmatched    
0              1.6554785571 -0.6599709522  0.7783087571 unmatched    
0             -1.3255904741  1.2209218146 -1.2003420805 unmatched    
0             -2.4988018141  1.0670579903 -1.8500424209 unmatched    
0             -0.6705454040 -1.1862387176  0.2317081624 unmatched    
0              0.1542868630 -1.0922737604  0.4590733564 unmatched    
0              0.1953996200  0.5821966181  0.3674161761 unmatched    
0             -1.2267500701 -0.0065091771 -1.1037396426 unmatched    
0              1.0860850642  2.1861620411 -0.8634762022 unmatched    
0              0.7858649169  0.0843072949  0.5799557413 unmatched    
0             -0.6112411617  1.5575903079 -1.1232112775 unmatched    
0             -1.0275533050  1.5471119746 -1.1971061068 unmatched    
0              0.4915873214 -1.0351741560  0.6453802318 unmatched    
0              1.0581914533 -0.7005261553  0.7174339036 unmatched    
0              0.5788458130  1.1877112495 -0.5788474608 unmatched    
0             -0.0385732013 -1.3132886523  0.6228957937 unmatched    
0              1.7088402476 -0.7583627098  0.7395835858 unmatched    
0             -0.0966646780 -1.3396033794  0.6495748247 unmatched    
0              0.2629506691  1.3908484726 -0.1636791340 unmatched    
0              1.9156774366 -0.5769671709  0.9132407458 unmatched    
1              0.3563033083 -0.8449199164  0.7604246767 unmatched    
0              0.3489963950 -0.7723443608  0.7279178498 unmatched    
0              0.1352464416 -1.1897513429  0.4990006057 unmatched    
0              0.0350113571 -1.1305237633  0.6011873807 unmatched    
0              0.1756921775  1.9083889898 -0.2508931905 unmatched    
0              0.8454420315  1.3113616515  0.3855792198 unmatched    
0              0.0223985939 -1.1192578625  2.0068121956 unmatched    
0             -0.0247779916 -0.8757251938  0.5096823622 unmatched    
1              0.1769352623 -0.1623447891  0.4901498626 unmatched    
1              0.9290319069 -0.7685525106  1.2550975302 unmatched    
0             -0.8499740884  1.1018816854 -1.1600394987 unmatched    
1             -0.7816044224 -1.0003857783  0.2776965224 unmatched    
0             -0.3376715404  1.2171958818 -0.5175922029 unmatched    
1             -0.3830592965  0.8774685230 -0.1355697823 unmatched    
0              1.0740180456  1.9797057378 -1.0179051861 unmatched    
0             -0.7793608059  0.8021830312 -0.4128034616 unmatched    
0             -0.0170466103  1.6365786039 -1.0564680516 unmatched    
0             -0.7026533758  0.5037472645 -0.3065336790 unmatched    
0              0.6496713295 -0.9773643766  0.5629491271 unmatched    
0             -0.8595852565  1.7945404061 -1.7877220305 unmatched    
0             -1.5551670198  1.1171370616 -1.2217410979 unmatched    
1             -0.6105438214  0.9862413441 -0.6639819731 unmatched    
1              1.1533935602 -0.8534904671  0.7170230668 unmatched    
0              0.2185634447  0.6733883226 -0.0840579500 unmatched    
1              2.5993740961 -0.5382709179  0.9811505453 unmatched    
0             -1.5560765940  1.6044966690 -1.0258175984 unmatched    
1              2.2137146057 -0.5564422193  0.7181034154 unmatched    
0              0.6802027058  0.3559464482  0.5240667219 unmatched    
0             -0.6233991377  1.2971213029 -1.2537305747 unmatched    
1              0.2518841822 -0.7727128359  0.5555692810 unmatched    
0             -1.3587899349  1.0316600350 -1.2966199066 unmatched    
0              1.4465796665 -0.6216699493  0.6321928781 unmatched    
0             -0.9366261971  1.4465453219 -1.3656861356 unmatched    
0             -0.9503304495  1.2373564383 -0.9190659701 unmatched    
0             -0.9050639700  0.8857664021 -0.3842528408 unmatched    
0             -0.6131815868 -0.7849375368  0.0407603528 unmatched    
0              2.2105007766 -0.9260035476  1.5785021635 unmatched    
0             -0.0321455432 -0.1245993037  0.4404436832 unmatched    
0              1.5261067768 -0.9630053255  0.8966145360 unmatched    
0              0.4228538258 -1.0503262572  0.9127538281 unmatched    
0              2.4965922036 -0.4602791619  0.6164644228 unmatched    
0             -0.5801943599  1.0835113565 -0.3488853726 unmatched    
0              1.3001078899 -0.9310168480  0.8075441059 unmatched    
0             -0.1972939114 -1.4326681865  0.5832627238 unmatched    
0             -1.5649601027  1.2239304323 -1.0472825525 unmatched    
0              1.2269477995 -0.7557910346  0.6694978729 unmatched    
1              0.5532564569 -0.4865747639  1.4997888781 unmatched    
0             -1.1210272208  1.6187558876  0.0419421426 unmatched    
0             -0.6601762574  0.8795032319 -0.1177313504 unmatched    
0             -0.3588039826  1.9703097520 -0.4269545065 unmatched    
0             -0.6157587139  0.9153482531 -0.7347777742 unmatched    
0             -0.7055336943  1.2963192003 -1.3550449556 unmatched    
0             -1.8392877025  0.9196408214 -1.7580099082 unmatched    
0             -1.9504376783  1.2438821438 -1.5384151088 unmatched    
0             -0.7866677192 -0.6274992497  0.1905636188 unmatched    
0              0.7705840691 -0.5196431665  0.5953950892 unmatched    
1              0.2242028052 -1.3730389819  0.4117713330 unmatched    
0             -1.2556745319  1.0093382258 -1.6665099618 unmatched    
0              0.6734718562 -0.9105875214  0.3255869045 unmatched    
0             -0.4283864143  1.7068356993 -0.2845615189 unmatched    
0              1.5692205972 -0.3808118483  0.4240862926 unmatched    
0             -0.5087018223  1.1196759693 -2.7581185247 unmatched    
0              1.7086583328 -0.4515237362  0.4670060568 unmatched    
0             -0.8176842018  0.6388657824 -0.4636407101 unmatched    
0             -0.2653603860  0.7335651269 -0.7044468607 unmatched    
0              0.4600250942 -1.1904156179  0.7313972824 unmatched    
0              2.1304279217 -0.7157190565  0.9232276302 unmatched    
0              0.4943160442 -0.9648005256  0.8127683267 unmatched    
0             -3.3931013001  0.9981126150  1.7480864601 unmatched    
0              1.4609206208 -0.8241565398  1.0780319465 unmatched    
0             -0.5614874491  0.9007030665 -0.4228359945 unmatched    
0              1.7980391644 -0.7704063607  0.7727193480 unmatched    
0             -0.3376109021  1.6680041689 -1.0979473510 unmatched    
0             -0.7159028410  0.9374411998 -0.2946701327 unmatched    
0              0.3340187387 -0.7308443827  0.5539614383 unmatched    
0              1.6813104664  1.0512570415 -0.2031600421 unmatched    
0             -0.9981437369  1.6820220299 -2.2114570652 unmatched    
0             -0.6647241287  1.1339075204 -1.0846585562 unmatched    
0             -0.0933295724  1.5694145313 -1.5161284810 unmatched    
0             -0.4118321626  1.0246342745 -0.8216824351 unmatched    
0             -0.8347235598  1.3322400331 -1.5026317317 unmatched    
1              0.2446075880 -0.8476203666  0.6110322475 unmatched    
0              1.0976366574  1.3665149682 -0.5307541963 unmatched    
0              1.5367487958  0.8027409330  0.8572756455 unmatched    
0              1.5704636820 -0.2272711090  0.8458787287 unmatched    
0              1.6007221861 -0.3045441475  0.7336898531 unmatched    
1             -0.0124987389 -0.6420062008  0.5072731341 unmatched    
0              1.6327088812 -0.7977742378  0.7963754317 unmatched    
1              0.0389831647 -1.0586826078 -1.4043504422 unmatched    
0              1.1698568545 -0.3337848722  0.8164962902 unmatched    
0             -0.4167135445  1.2886150123 -0.8812030488 unmatched    
0             -0.0399678819 -0.7303739076  0.8034205218 unmatched    
0             -0.7598352782  0.9623414290 -0.3389492088 unmatched    
0              1.8507944720 -0.2298362817  0.6821019398 unmatched    
0              0.1067464478  0.9927583796 -0.5169226911 unmatched    
0             -2.1576599204  1.2424566937 -1.7043880992 unmatched    
1              0.0936788975  0.9501842775  0.1083962611 unmatched    
0             -1.3526351490  0.8322503002 -0.6760331855 unmatched    
0              2.0089087993 -0.3832470985  0.8006207452 unmatched    
0             -0.7320023055  0.8059269032 -0.6341734817 unmatched    
0             -0.9601538516  1.1278341849 -0.8973271248 unmatched    
0             -0.0200482054  1.0089561083 -0.6634899834 unmatched    
0             -1.1306383889  1.2287325927 -1.2389252342 unmatched    
0              0.0545368847 -0.9369315735  0.4753039455 unmatched    
1              1.0692882593 -0.8297894903  0.8528933864 unmatched    
1              1.7531365146 -0.5751375457  0.4236653117 unmatched    
0             -1.0989548852  1.4941431155 -1.7349421834 unmatched    
0             -1.5015627761  0.8955951739 -1.3969198756 unmatched    
0             -1.2669835719  1.3978336881 -1.7101296702 unmatched    
1              2.1567752564 -0.3417347528  0.8090707957 unmatched    
0             -0.4967560802  0.6813566907 -0.0156865931 unmatched    
1              0.8527489448  1.4630275031  0.3454845925 unmatched    
0             -1.8501419555  0.9266616222 -1.2351769825 unmatched    
0             -0.1738268953 -1.2396586717  0.6084708576 unmatched    
0              0.3391123546 -1.0145293544  0.7447165096 unmatched    
1              1.2521126876 -0.5963152973  0.7968927817 unmatched    
0             -0.1143407380  1.3092339313 -0.2222563447 unmatched    
0              2.6835400352 -0.7574051847  0.6315385825 unmatched    
0             -1.8146079207  1.1240179821 -1.6131113234 unmatched    
0             -1.9356116177 -0.5413283681 -0.8418489422 unmatched    
0             -2.3325710525  1.2425538487 -2.2802544751 unmatched    
0             -0.9005464178  0.6224397012 -0.2445074680 unmatched    
0              1.8119859698 -0.8510870919  0.8999975994 unmatched    
1              0.1838480268 -0.7002622303  0.3388046906 unmatched    
0              0.2390288658  0.7999327070 -0.2115745882 unmatched    
0             -1.3222553684  1.0518698066 -1.0884220240 unmatched    
1              2.6114411148 -0.4422889105  0.9251499406 unmatched    
0              1.1310483523  0.2531648653  0.6885891034 unmatched    
0             -0.5905028683  0.0550576451  0.2137987216 unmatched    
0             -0.6117262679  1.5299252283 -1.0226678496 unmatched    
0              0.5022293404  1.3720728212  0.3561815651 unmatched    
0              1.4004945701 -0.7544446345  0.6753053806 unmatched    
0              0.6817793012 -0.8477083416  0.7301647720 unmatched    
0              0.5018048724  1.0493472189 -0.5358161113 unmatched    
0              0.2373309938  0.7571672530 -0.1167575151 unmatched    
0             -0.1760098735  0.9599870775 -0.1864628235 unmatched    
0              0.8660893675  0.1307171709  0.8034661703 unmatched    
1              0.0255214655 -1.2154884948  0.7204669950 unmatched    
0             -1.2000995440  0.9952219347 -0.8202216821 unmatched    
0             -1.1088995638  1.4620177031 -1.2458029463 unmatched    
0              0.1493751619 -1.0528647824  0.7994338833 unmatched    
0             -0.0076476762  2.0546446335 -1.3842650881 unmatched    
0             -0.6399230703  1.3672065283 -0.6078647110 unmatched    
0              2.3057028835 -0.4858645889  0.9261846406 unmatched    
1              0.5912766614 -0.2502523483  1.0215494961 unmatched    
1              0.9144787186 -0.5593096945  0.3511500825 unmatched    
1              0.0283108266 -1.1746158167  0.3926902466 unmatched    
0             -0.8603735542  0.9396289087 -0.6725689692 unmatched    
0             -1.1400676422  0.9504909023 -1.0817218339 unmatched    
1             -0.2737284692  1.1348575230 -1.1906037270 unmatched    
0             -1.0360426648  1.0866745043 -1.2528632526 unmatched    
0             -1.6124701988  1.3861553247 -1.2487143083 unmatched    
0             -1.8290095133  1.2115803988 -1.8794045711 unmatched    
0             -0.3347609028  1.5771324894 -1.4004906053 unmatched    
0              2.1893986535 -0.5662405950  0.7827620250 unmatched    
0              0.1985831299  0.6457362479  0.4749793337 unmatched    
0             -0.3490715379  0.9921175645 -0.7637747362 unmatched    
0              1.7860934223 -0.6853294292  0.6749046879 unmatched    
0             -1.8187313240  1.2992672556 -1.9911318893 unmatched    
0              0.5346708227 -0.9404773487  0.6826446501 unmatched    
0             -0.0084359739  1.0395399181 -0.1533727098 unmatched    
1             -0.3380050510 -0.8805204691  0.4273019781 unmatched    
1             -0.9921708659 -0.9349731733 -0.0901951415 unmatched    
0              0.1695373916 -1.4119532599  2.2175613239 unmatched    
1              2.2852677816 -0.2929939216  0.3997049044 unmatched    
0              0.0970443223  1.8698685593 -0.4923485647 unmatched    
0             -0.6093007365 -1.1060029614  0.4764502309 unmatched    
0             -0.8017060138  1.0564368569 -0.8742796882 unmatched    
0             -1.0555985116  1.3168311469 -1.6782365624 unmatched    
0             -1.6644372087  1.3280477053 -1.0039570236 unmatched    
0             -2.2289159687  1.1303581751 -1.8052003462 unmatched    
1              2.7538804454 -0.4666312124  0.7477749612 unmatched    
0             -0.3608960034  1.5941202082 -1.2187485830 unmatched    
0             -0.1309556280 -1.3109758022  0.6602768694 unmatched    
0              0.8581457522 -0.5508819439  0.8012344643 unmatched    
0             -1.7726462277  1.3450987916 -2.1434255363 unmatched    
0              0.3420533114 -1.1210721876  0.4955414614 unmatched    
0             -0.7953693130  0.8193744823 -0.6276203813 unmatched    
0             -0.1459332843  1.4255130478 -1.1373420342 unmatched    
0             -0.0565524527 -1.3020393265  0.7956754875 unmatched    
0              0.6115298485  1.4042496161 -0.2737123844 unmatched    
0              0.8087255502 -1.0743549090  0.7819149911 unmatched    
0              0.2242937626 -0.7924574874  0.4759531691 unmatched    
0             -0.7422501757  0.9382115039 -0.2268668464 unmatched    
0             -0.5385358583 -1.2683308739  0.1476184943 unmatched    
0             -0.4373002421  1.2839226294 -0.3176009119 unmatched    
0             -1.3247718572  1.2636566303 -0.6491411281 unmatched    
0              1.9865029531 -0.7385594083  0.6709992024 unmatched    
0              0.3094602334 -0.7648167603  0.4336877005 unmatched    
0              1.0407882656 -0.8681198182  0.7309002206 unmatched    
0              0.1209358064 -0.9774357766  0.4056341415 unmatched    
0             -0.6601156191  0.9005773005 -0.9561275061 unmatched    
0             -1.9130541758  0.9622076687 -1.4360355955 unmatched    
0             -1.2976665440  0.6865067986 -1.0730080364 unmatched    
0              2.2702901253 -0.4526125863  1.4228153090 unmatched    
0              1.3536818144  1.6484576524  0.0891122924 unmatched    
0             -0.2632986843  1.5552497902 -0.8840281858 unmatched    
0             -0.9111581176  0.6600216040 -0.6354871450 unmatched    
0             -1.1879112487  0.7654602106 -0.6471072324 unmatched    
0             -1.1899729504  1.4187456022 -1.3297201644 unmatched    
0             -2.0116308033  1.0718558156 -1.5883546028 unmatched    
0             -1.0600554255  1.2120656639 -0.8918391568 unmatched    
0             -0.4924507620 -1.0446372067  0.2395191334 unmatched    
0             -1.4950744797  1.0738843408 -1.1964467391 unmatched    
1             -0.7930044199 -1.0566132827  0.4021749972 unmatched    
0              0.2092554680  1.1665136079  0.3311306652 unmatched    
0              2.4162161573  1.4576790052  0.3098432330 unmatched    
0              1.6706078092  0.0652457884  0.4402915215 unmatched    
1              1.4879652958 -0.7183621317  0.5409769670 unmatched    
0              2.4170650933 -0.5297500922  1.0430043062 unmatched    
1              0.4548102018 -0.5367383678  0.6625085754 unmatched    
1             -1.7083090077 -1.9717152778  0.3176237717 unmatched    
0             -0.6357390287  1.8889818308 -0.7183595189 unmatched    
0             -0.6756996582 -0.1690112546  0.1015946299 unmatched    
1             -0.4491247076 -0.4070772328  0.2000686576 unmatched    
0             -1.3872899287  0.6453420179 -0.5170190602 unmatched    
0             -0.6091794600  1.0367954804 -0.8338198726 unmatched    
0             -0.4905709752  1.1731576334 -0.7639471862 unmatched    
0              0.9951882755 -0.8728959686  0.5410327596 unmatched    
0              0.2665889662 -1.0679008585  0.4678277304 unmatched    
0             -1.9030185397  1.6290915484 -2.5375296017 unmatched    
1              0.6263559091  0.8458477986  0.3402958760 unmatched    
1              1.5301392227  0.6812362032  0.7562503720 unmatched    
0             -0.4148337576  0.9915685495 -0.4829449671 unmatched    
0              0.4260979740  1.3279400953  0.2800398137 unmatched    
0              3.2011484331 -0.2780799904  1.0748314771 unmatched    
0              0.3858947913  1.6130180046 -0.7781590958 unmatched    
0              1.4321477547 -0.6969842051  0.8186924918 unmatched    
0             -1.5565010620  1.4081421914 -1.6745288872 unmatched    
0              0.7027904669  0.7829192077  0.8257730863 unmatched    
0              0.4732442403  1.4944887680 -1.0012181116 unmatched    
1              0.9664154094 -0.5547337192  0.4321762269 unmatched    
0             -0.3692944059  1.5020621411 -2.0118106743 unmatched    
0              0.1292735706  1.3438459765 -1.0021513705 unmatched    
1             -0.2103917809 -0.6678657528  0.5122031756 unmatched    
0             -0.3039263350 -1.2112363695  0.2644381598 unmatched    
0             -1.9218164080  1.1572120997 -1.8669780263 unmatched    
0             -0.9950511844  1.2116150788 -1.2284463600 unmatched    
0             -0.0309024583  1.9387788721 -0.3612561248 unmatched    
0             -0.4656789593 -1.2056875691  0.6106214107 unmatched    
0              0.4604798814 -1.1269958380  0.6037690588 unmatched    
1              2.7101299230 -0.2284047116  0.9143363105 unmatched    
0             -1.1052309476  1.5091728167 -0.5315707978 unmatched    
0              0.3292889525 -0.8988715455  0.5225552483 unmatched    
1              0.5096878494 -0.4243137041  0.8279134953 unmatched    
0             -0.9286522627  1.2902880674 -0.9033578031 unmatched    
0              1.0462153920 -1.0970754108  1.0164013561 unmatched    
0             -0.1257710547  0.3911531534  0.3355687169 unmatched    
0             -1.5081723492  1.1894178371 -1.3330068587 unmatched    
0              0.1775416452 -1.2771678996  0.5501523219 unmatched    
0             -0.5576975563  1.1302183076 -1.1429415875 unmatched    
0             -0.7511033652  1.2346427281 -1.0705734480 unmatched    
0              0.7475415210  1.0077486832  0.6130052785 unmatched    
0             -0.5643980868  1.4601773679 -0.8110869036 unmatched    
1              0.5077171051 -1.0576562327  0.7104344620 unmatched    
0             -0.5484805370  0.7472948125 -0.4549116963 unmatched    
0             -0.8447591959  1.6843621651 -1.9503170296 unmatched    
0             -1.6392723206  0.6035287722 -0.4551805155 unmatched    
0             -1.1407649824  1.1946170325 -1.4007036317 unmatched    
0             -1.8017526043  1.0862557942 -1.3056481718 unmatched    
0              2.0846460168 -0.6788205537  0.9648235870 unmatched    
0             -1.3092484563  1.2899347649 -2.0164668246 unmatched    
0             -0.4090731206 -0.5807475461  0.6150543903 unmatched    
0              1.5230748626  0.6814076907  0.7295764131 unmatched    
1              1.0303887997 -0.8402330161  0.2098070111 unmatched    
0             -1.5434941500  1.2846961720 -1.9294810107 unmatched    
0             -0.6222773295  0.6847531634 -0.1411084709 unmatched    
0             -0.6882821023  1.5024418362 -1.0048547780 unmatched    
0              2.2443975777 -0.6222819493  0.8769349466 unmatched    
0             -0.7494661315 -1.1402073891  0.5933764097 unmatched    
1              0.4645123273 -1.1215796376  0.8936270932 unmatched    
0              0.4318889302  1.8982445790 -0.7371362817 unmatched    
0             -1.8617845061  1.1837579842 -1.5536972229 unmatched    
0             -1.3255298358  1.1987007304  1.4130313069 unmatched    
1              0.0603581601 -0.4052905752 -0.4960258075 unmatched    
0             -0.3777534466  0.4842043180  0.1123828996 unmatched    
0             -0.8074969699  1.1080630134 -0.5693982147 unmatched    
1              0.1202687853 -0.8796942691  0.3692015409 unmatched    
0             -0.7728421903  1.7694620466 -1.8501895106 unmatched    
0              0.6850234495 -0.5875726217  0.5768465690 unmatched    
0             -0.1325625426 -1.2153673698  0.6951016273 unmatched    
0             -0.0423934133 -0.4125976007  0.7583704927 unmatched    
0             -0.3354885622  1.1661011454 -0.4316258729 unmatched    
0              0.3933836194 -1.1388584390  0.7356273797 unmatched    
0             -0.0688013862  0.8097442790 -0.1003088274 unmatched    
1              0.7092484442 -0.6342707753  0.5239500645 unmatched    
0              1.5803780416 -0.6944826549  0.5702681084 unmatched    
0             -1.9779674596  1.3591639552 -1.7138829939 unmatched    
0             -1.5837276519  0.5018767119 -1.3008652201 unmatched    
0              0.4155165933 -1.2743743744  0.4991933440 unmatched    
0              0.4639969019  1.2694353133 -0.8978698351 unmatched    
0             -0.3484651551  1.9442307725 -0.4058445964 unmatched    
0             -0.9202235411  1.3485834944 -0.8125476567 unmatched    
0             -1.2745027192  0.7348748325 -0.6596402905 unmatched    
0              0.4043894681  1.4974040558 -0.5908631689 unmatched    
0             -0.0697412797 -1.1347669636  0.7635541371 unmatched    
0              0.1211177213 -1.1381622889  0.7512290335 unmatched    
0             -0.4358146041  1.0502598640  0.5400132757 unmatched    
0              0.1574703730  1.5247102229 -0.9930216641 unmatched    
0              0.1072618733  0.7314162928  0.0296423992 unmatched    
0             -1.0985910554  1.2849734845 -1.6445935943 unmatched    
0              0.1663235625  0.1792678997  0.2514942650 unmatched    
0             -1.3197691987  1.0884230394 -1.3373485413 unmatched    
0              0.0199124242  0.6484831081 -0.8089008462 unmatched    
0              0.2450320560  1.3364021434  0.3109337258 unmatched    
0              0.5728426229 -1.0047335287  0.7118292783 unmatched    
0             -1.7176776227  1.4554731276 -2.2717283437 unmatched    
0              0.1395517598  1.3672955233 -0.9882843609 unmatched    
0             -0.9336246020  0.4406948122 -0.1086827970 unmatched    
1              0.6737144094 -0.6784304036  0.7511580247 unmatched    
0             -0.8887219522  1.1475075639 -0.5065351140 unmatched    
0             -1.7476935736  1.3509519345 -2.0794567267 unmatched    
0              0.2240208904  1.6986472662 -0.8658955744 unmatched    
0              1.6164578210 -0.5582017194  0.6297988662 unmatched    
0             -0.7861219746  1.4031951910 -0.6959562338 unmatched    
0             -0.0825965960  1.1978890653  0.2685059513 unmatched    
0             -0.7540746412  1.0766408910 -0.6096094994 unmatched    
1              0.5725091123  1.1895920022  0.4257600721 unmatched    
0             -0.4930874640  0.5656110343  0.0433268147 unmatched    
0              2.0606938944 -0.4334008848  0.7977499597 unmatched    
0              0.1840602608  1.4269756004 -0.4503164108 unmatched    
0              1.5037312498  1.6249159231 -0.2372087750 unmatched    
0              1.5390227314 -0.8466182165  0.6543476323 unmatched    
0             -0.6637842353  0.5824188506 -0.3729117166 unmatched    
0             -0.5596076623  0.4828987179 -0.1535654481 unmatched    
1              0.6683176020 -0.6469519262  0.4764045824 unmatched    
0              0.4058447869 -1.2724312742  0.7870174826 unmatched    
0             -0.9854096971  0.4734639722 -0.4021825698 unmatched    
0              0.5503155001  0.6690378947 -0.1979865418 unmatched    
0              0.9225132913 -0.9045797210  0.5335971209 unmatched    
0             -0.2570226218 -1.7291401342  0.6817164633 unmatched    
0              2.1874279093 -0.7007824304  0.7050327191 unmatched    
0             -2.3983211445  1.2770809789 -2.1786408428 unmatched    
0             -0.1791630643  1.3286676103 -0.5246981577 unmatched    
0              2.2447007692 -0.4660332373  0.6198119818 unmatched    
0             -1.1350953028  0.9060978724 -1.2668672078 unmatched    
0             -0.4121050348  1.4468741444 -1.2468985111 unmatched    
0             -0.5827108487  1.2937068526 -0.0333830073 unmatched    
0              0.0964379394  0.8398864186 -1.0198427127 unmatched    
0             -0.9136139681  1.4336809534 -1.3383680252 unmatched    
0              1.0649223029 -0.5601180446  0.4170056980 unmatched    
0              0.8417734153  1.7803082175 -0.0631357061 unmatched    
0             -0.6686656172  1.2401922935 -0.5212643737 unmatched    
0              0.2391501424 -1.0505812572  0.2524731724 unmatched    
0              0.4907080663  1.0210323992 -0.1955316652 unmatched    
0              1.2459579017 -1.2511081726  0.7172411654 unmatched    
0             -0.9453581101  0.4128054601 -0.2425597973 unmatched    
1             -0.8592214268 -1.1541303901  0.0385337189 unmatched    
0             -0.8000687801  0.9351571136 -0.1919558635 unmatched    
0             -1.3208303687  1.5427141167 -0.7108122949 unmatched    
0             -2.3424096142  1.1068984283 -1.9435407586 unmatched    
0             -0.8969687590  1.5073422990 -0.9493765954 unmatched    
0              0.5218458255  0.4419486473  0.6600587709 unmatched    
0             -0.9017288643  1.2727467435 -1.0663027742 unmatched    
1              0.9276069072  1.1269971474  0.0903803072 unmatched    
0             -1.3732521658  0.9286475624 -0.9273942912 unmatched    
0              0.2693480081  1.7581205383 -0.0532806952 unmatched    
0             -0.5430230914  0.8210405631 -0.4759303093 unmatched    
0              0.1510427148  1.5915611555 -1.2158067887 unmatched    
0             -1.6875403952  1.5190042149 -2.0858931698 unmatched    
0             -0.1473886032  1.5029951862 -1.0097898916 unmatched    
0             -0.3175699491  1.8886354133  0.3064398814 unmatched    
1              0.5355197586  0.5061706572  0.2904730393 unmatched    
0             -0.4012204627  1.0243688195 -0.4262292020 unmatched    
0             -1.9136908778  0.6486776732 -1.3492577361 unmatched    
0              0.4435314808 -0.5667684451 -0.9123708521 unmatched    
1              0.7816202369 -0.8913018700  0.6544947220 unmatched    
1              0.7621250284  0.0520756749  0.2975942103 unmatched    
0             -1.3574255735  1.0951820699 -0.6794720416 unmatched    
1              0.2182905725 -1.0672595335  0.8071586294 unmatched    
0             -1.4590553386  1.1305953251 -1.1569353986 unmatched    
0              2.2344225799 -0.2938213966  0.6386952579 unmatched    
0             -0.5993863770  1.6917319207 -1.6016789021 unmatched    
0              1.0811127249 -0.7527973343  0.6453041509 unmatched    
0             -0.1504508365  0.6019821971 -0.1253394391 unmatched    
0             -0.0290226715 -1.5801474478  0.1260267386 unmatched    
0             -0.0368146911  1.3125755791 -1.1180580654 unmatched    
0             -0.4720459792  0.2889066881  0.1961276677 unmatched    
1             -0.5043358658 -0.9579869251  0.3045378592 unmatched    
1              0.4120298919 -0.6305375750  0.4894347022 unmatched    
1             -0.1745242355 -0.1878882685  0.8989223229 unmatched    
0              0.3881384078  1.8787934325 -0.1902973002 unmatched    
0             -2.0503180289  1.3876976924 -2.4833701544 unmatched    
0             -0.1496019006  1.6316940786 -0.9854186475 unmatched    
0             -0.1247402038  1.6294723909 -0.8854889388 unmatched    
0             -0.5931103145  1.4628297506 -0.4223135724 unmatched    
0              0.9615643467  2.7235669323 -0.0908900136 unmatched    
0             -1.2453963426  1.2755513613 -1.3818102115 unmatched    
0             -0.2753657029 -1.2981544012  0.7454316699 unmatched    
0              1.0939680412  0.0557189877  0.4355339300 unmatched    
0             -1.1558335962  1.3812241344 -1.3980052963 unmatched    
0              1.4634067905 -0.4379513602  0.7174947683 unmatched    
0             -1.0661798923  1.3668603658 -1.7021462491 unmatched    
0             -1.1809984843  1.2836247894 -1.4076574248 unmatched    
0             -0.0255966084  0.0926792005  0.2682472762 unmatched    
0              2.5437384699 -0.0565359734  0.9682827313 unmatched    
0              2.1405848344 -0.1330415893  0.6377264946 unmatched    
0             -0.2985901660  0.1674355162 -2.1973668850 unmatched    
0             -0.6808235933  0.4605523012 -0.7631407288 unmatched    
0             -1.1369144514 -0.7610580600 -1.8562303330 unmatched    
0             -6.2537154107  1.2266311375  1.4732011442 unmatched    
1              2.2290864109 -0.9907200026  0.9661473944 unmatched    
0             -0.7882139954  1.4875363200 -0.9514916441 unmatched    
0             -0.7806342098  1.1265869798 -0.9422706406 unmatched    
0              0.2733501349  1.3120778191 -0.2926210208 unmatched    
0             -0.2320699677  1.8081769146 -1.8968676706 unmatched    
0             -1.4545377864  1.2396045185 -1.2742673421 unmatched    
0             -0.7699921909  1.2749045537 -1.4703531475 unmatched    
0             -0.7042602903  0.4020915067 -2.6273253363 unmatched    
0              0.0274618906  1.7602533584 -1.4045533246 unmatched    
0             -0.5392938369 -0.7352762830  0.4668234627 unmatched    
0              0.2802628994  1.1869454845 -0.3402933044 unmatched    
1              0.3763745806 -1.2423833469  0.8823011852 unmatched    
0              0.7118255713  0.8780916920 -0.4353081878 unmatched    
1              0.1275150603 -1.0609278830  0.4916207597 unmatched    
0             -1.3452675974  0.8168258336 -1.1081066855 unmatched    
0             -0.2257939052  1.8530813981 -1.4953685431 unmatched    
0             -0.0164705466 -0.3580764291  0.2552475887 unmatched    
0              1.0950292112  1.6244714580  0.3124908479 unmatched    
0             -1.0569931922  1.5292921907 -1.8838071184 unmatched    
0             -0.7747826154  1.3497034544 -1.1868402591 unmatched    
0             -1.6729872069  1.4711829138 -2.0612886110 unmatched    
1              0.7503915203 -1.0969351607  0.6639490402 unmatched    
0             -0.8299331353  1.7484592250 -1.4621313397 unmatched    
0             -1.3214064324  1.7633984012 -1.9412836923 unmatched    
1              0.4388320138 -0.1851981458 -0.4456957649 unmatched    
0              0.3992352139  1.1923291724 -0.8611531992 unmatched    
0             -1.7506648495  1.1214083119 -1.6444617208 unmatched    
0             -1.3318968557  1.1383721882 -1.0874076122 unmatched    
