bpt lgm_tot_p50 sfr_tot_p50 color_gr zoo RprojLW_Rvir logM200_L groupID distance weights
0             0.843410649 -0.376878983 -0.144877011 S            1.06637356   13.65277      632         0.42296880   1           
0            -0.658023598 -1.310718252  0.488486227 S            0.59387288   13.65099      989         0.47890613   1           
0             1.370145109 -0.883867344  0.556385883 S            2.88923644   13.65093     1251         0.15686842   1           
0            -1.565414890  1.350936125 -1.182944918 S            2.99322870   13.65003     1214         0.99207511   1           
0             0.174570369 -0.198292397  0.071877436 S            2.52876972   13.65003     1214         0.65160938   1           
0             0.213712382 -0.415576766  0.363084638 S            1.67207550   13.65003     1214         0.55983514   1           
1             0.068332095 -0.029006044  0.443694873 S            0.45352804   13.65003     1214         0.71561691   1           
1             0.298029917 -0.898751696  0.580787559 S            1.67134287   13.64902     1196         0.36518462   1           
1             0.575086239 -0.716352732  0.745979452 S            0.60875620   13.64902     1196         0.34960177   1           
0             0.312370871 -0.143436793 -0.949802648 S            2.08684136   13.64822     1659         0.66809530   1           
1             0.317949593  1.052844544 -1.424227842 S            3.38183609   13.64793      601         0.91866268   1           
0             0.965172325  1.025675822 -0.438894134 S            2.63235992   13.64771     1057         0.82495780   1           
1             1.699410994  0.411681675 -0.390663924 S            4.54810394   13.64771     1057         0.47506861   1           
1             1.828479583  0.738952334  0.718113560 S            6.36030671   13.64771     1057         0.51465198   1           
1            -0.403918866 -0.410572136  0.341457378 S            0.41093551   13.64614     1466         0.71396674   1           
1            -0.167793386 -0.803817738  0.582887391 S            1.31909270   13.64443     1079         0.51991562   1           
1             0.800812254 -1.205343319  0.758644384 S            0.40763005   13.64392      918         0.17578156   1           
1            -0.483991721 -0.149652163  0.305608064 S            5.75700331   13.64270     1089         0.79717058   1           
0             1.227432906  0.067359611  0.886962407 S            7.09252952   13.64137      213         0.43714185   1           
1             1.231283437  0.034526446 -0.482493554 S            4.38134824   13.64137      213         0.47310458   1           
1            -0.009830654  0.302294444  0.525238368 S            0.44047249   13.64137      213         0.81090332   1           
0            -0.947086301  0.270689232 -0.105178004 S            0.86744832   13.64137      213         0.92481073   1           
0            -0.316630056 -0.060176609  0.103172040 S            6.10964829   13.64063     1446         0.79280710   1           
0             0.173630476  0.576855133  0.568198708 S            4.64779262   13.63932     1515         0.83674581   1           
1             0.966415409 -0.554733719  0.432176227 S            0.44163441   13.63812      982         0.31598876   1           
1            -0.540051815  0.888442666 -0.076358564 S            3.00886999   13.63809      860         0.94914742   1           
1            -0.148358816 -0.998781828  0.447574998 S            3.42383329   13.63809      860         0.45189831   1           
0            -0.772326765  0.828402643 -0.723193191 S            3.95561381   13.63809      860         0.96026554   1           
1             1.531958371  0.912870341  0.153775974 S            3.75882541   13.63806      698         0.66810153   1           
1             0.381832026 -0.371329928 -0.607443730 S            4.20950020   13.63768     1915         0.56446945   1           
1             0.008300193 -0.917245572  0.445738913 S            1.84768647   13.63768     1915         0.43835243   1           
1             0.211953872  0.423615931  0.575264087 S            0.19894120   13.63768     1915         0.79882092   1           
0            -0.424869394 -1.267882074  0.564744636 S            3.30385245   13.63639     1172         0.42887205   1           
1             0.018639020 -1.178946992  0.580447731 S            3.78754266   13.63639     1172         0.34479711   1           
1             0.591276661 -0.250252348  1.021549496 S            0.75820311   13.63639     1172         0.49265451   1           
0             0.782954279  0.381082565  0.863686728 S            1.94873634   13.63625      692         0.66031777   1           
0             0.673198984  0.719017159  0.009886729 S            4.26738488   13.63578     1684         0.79803791   1           
0             0.779134067  0.301079496 -0.230523801 S            1.87259819   13.63553     1128         0.67112883   1           
0             0.290601727  0.810511587 -0.113298371 S            5.22935892   13.63553     1128         0.87327784   1           
1             0.748329819  1.751504180 -0.451503273 S            1.58518219   13.63419     1791         0.94237402   1           
0             1.342675966  0.683399878  1.119409805 S            0.25481097   13.63319      581         0.60985830   1           
0            -0.188107211 -0.207973345 -0.089439405 S            0.17249513   13.63319      581         0.73606967   1           
1             0.454810202 -0.536738368  0.662508575 S            0.68734209   13.63239     1700         0.44279032   1           
1             0.007663491  0.837141568 -0.679025700 S            4.30091297   13.63237     1184         0.91309748   1           
0            -0.749466132 -1.140207389  0.593376410 S            0.28710000   13.63166     1077         0.55874028   1           
0            -0.095360955 -0.456964162  1.111695203 S            1.87492599   13.63105     1749         0.60080025   1           
0             0.504806467  0.609091725  0.102456880 S            4.63341492   13.63049     1418         0.80045816   1           
1             0.604041020  1.024892972 -0.652661137 S            5.75986103   13.63023     1274         0.87739569   1           
1            -0.434268328 -1.022730155  0.308935334 S            2.36661393   13.63023     1274         0.52520249   1           
0             0.519026145 -0.617323474  0.596054457 S            0.64024655   13.63023     1274         0.40095536   1           
1            -0.449124708 -0.407077233  0.200068658 S            0.82035460   13.62958      984         0.72875621   1           
0            -0.675699658 -0.169011255  0.101594630 S            0.91594512   13.62958      984         0.82877660   1           
1             0.221443763  0.092016583 -0.179919867 S            0.98947749   13.62922     1637         0.73403031   1           
1             0.677928770 -1.119111237  0.816739749 S            0.25088372   13.62922     1637         0.21392593   1           
0             2.319255540 -0.162101264  0.868403743 S            1.89115666   13.62907      961         0.14889446   1           
1             1.073441982 -0.085650473 -0.131116514 S            2.08621039   13.62857     1479         0.46132015   1           
0            -0.038937031  0.373877157  0.284908990 S            0.70839907   13.62669      328         0.83492108   1           
1             1.099455806 -0.390439629  0.409909887 S            4.26256610   13.62658      858         0.33542519   1           
0             1.698198229  1.451995820  0.272005672 S            4.10161598   13.62459      855         0.77791764   1           
1             2.955411784 -0.216765108  1.496071059 S            0.62418609   13.62321     1054         0.06960729   1           
1             0.406451170 -0.790828037  0.619132326 S            7.17473046   13.62250     1309         0.37169905   1           
0             1.289253637  2.517936192 -0.308496566 S            5.13438404   13.62250     1309         0.96295808   1           
0            -0.025596608  0.092679201  0.268247276 S            0.75757489   13.62250     1309         0.77170818   1           
0             0.168506541  1.575612434 -0.710102207 S            5.73024935   13.62206     1757         0.96121713   1           
1             0.249883119  1.117021674 -0.718897157 S            0.80397952   13.62161     1103         0.92318083   1           
0            -0.255658260 -1.016102705  0.412019864 S            0.74600127   13.62161     1103         0.47585975   1           
1            -0.149450305 -0.618886624  0.458966843 S            3.00674585   13.62024     1004         0.58290903   1           
0             0.262132052  0.703314105 -0.163729855 S            1.66052505   13.61876     2029         0.86044731   1           
1             0.872426068 -0.091224901  0.683755431 S            0.21459902   13.61838     1407         0.48436417   1           
1             0.047472525  0.010689809  0.859497207 S            0.10449698   13.61838     1407         0.71935742   1           
0             0.769128750 -0.445403736  0.306379017 S            1.89441441   13.61740      662         0.40366896   1           
0             0.163018776  1.503360219 -0.606241652 S            2.27108682   13.61726     1443         0.95692944   1           
0            -0.133472117  1.122639707  0.242973206 S            7.28516240   13.61726     1443         0.94100896   1           
1             1.062618048  1.707269837 -0.851927124 S            0.95561783   13.61726     1443         0.92070203   1           
1            -0.383059296  0.877468523 -0.135569782 S            0.66578894   13.61622      796         0.93996821   1           
1            -1.194156992  0.886536770 -0.837182648 S            5.08734294   13.61568      426         0.97669878   1           
1            -0.308625802  1.100241143 -1.086560578 S            6.59230377   13.61526      394         0.95754706   1           
1             0.737445247  1.436012546 -0.956949180 S            2.46914520   13.61467     1405         0.91978454   1           
1             0.659161221 -0.712823531  0.955678664 S            0.39932336   13.61463     1336         0.32384929   1           
0             1.104155273  1.034946603  0.215305123 S            0.11587859   13.61372     1431         0.78928814   1           
0             1.131048352  0.253164865  0.688589103 S            0.73654134   13.61369     1491         0.53430604   1           
0             0.603313361 -0.921762897 -0.055771076 S            0.27453645   13.61368      382         0.30520289   1           
0             0.764823432  1.121376309  1.183627145 S            0.26660869   13.61316      951         0.84129959   1           
0             0.736323438  0.875170947  0.370997050 S            5.36539867   13.61178      295         0.81334760   1           
1             0.638362289 -0.231758982  0.105185648 S            5.91836222   13.61178      295         0.51901350   1           
1             0.238179930  1.532734181 -1.025700941 S            2.29020484   13.61080      709         0.95773412   1           
0             1.796432250  1.765999019 -0.522765703 S            4.90491474   13.61078     1393         0.84522027   1           
1            -0.195262529 -0.469242413  0.622566110 S            1.20839832   13.61078     1393         0.63847862   1           
0            -0.405161951 -0.472339388  0.653358581 S            1.19045596   13.61078     1393         0.68692986   1           
1             0.604374531  0.157808501  0.305790658 S            3.82082654   13.61070     1358         0.65151841   1           
0             0.566960709 -0.778066561  0.549427017 S            4.10791145   13.61070     1358         0.33852264   1           
0            -0.582134785  0.865617423 -1.410492706 S            2.53267124   13.61070     1358         0.95811348   1           
0             1.640167390 -0.683085429  1.009467851 S            0.45434467   13.61070     1358         0.14711391   1           
0             0.577087303  0.603352185  0.687326161 S            0.78101853   13.61070     1358         0.77210274   1           
0             0.763489390  0.656544806 -0.121677412 S            0.68797919   13.60884      769         0.77009411   1           
1            -1.148375087  1.304723236 -1.113386699 S            5.99165272   13.60882     1217         0.98670729   1           
0            -0.608694354  0.105533114  0.209994677 S            0.73468837   13.60882     1217         0.86659760   1           
1             0.386076706 -0.764851185  0.587868153 S            0.82664766   13.60882     1217         0.38640266   1           
0            -0.040452988  0.030661156  0.271107918 S            0.84468495   13.60882     1217         0.75902216   1           
1             0.929031907 -0.768552511  1.255097530 S            0.33735698   13.60878      349         0.24113901   1           
0             0.003206577 -0.080184165  0.572474454 S            0.53514100   13.60821     1802         0.71164340   1           
0            -0.431327371 -0.666034853 -0.190408885 S            1.58665556   13.60787     1926         0.66031805   1           
1            -0.070984364 -0.547236719  0.571881023 S            1.41132094   13.60787     1926         0.58270644   1           
1            -1.258039425  0.990490282 -1.005377200 S            7.10172163   13.60750     1625         0.98152764   1           
1             0.809422890 -0.968614051  0.733142071 S            0.38093378   13.60750     1625         0.22763851   1           
1             0.436436802 -1.263459099  0.823602245 S            0.49321592   13.60694     1047         0.22384680   1           
1             0.607285169 -1.026450605  0.445566463 S            2.02757621   13.60641     2004         0.26041653   1           
0             0.149375162 -1.052864782  0.799433883 S            0.74873857   13.60641     2004         0.34559728   1           
1            -0.354619941 -0.801456438  0.509514984 S            1.32702243   13.60587      396         0.57305868   1           
1             0.011362426 -1.155937065  0.381800536 S            2.09958250   13.60551      953         0.36033632   1           
0             0.413818721  0.965668631  0.279872436 S            0.17300586   13.60373      629         0.87626429   1           
1            -0.954393215 -1.023375305  0.317557835 S            0.60266891   13.60373      629         0.65883637   1           
1             0.382832558 -0.983203877  0.420627148 S            0.22616386   13.60266     1200         0.32327691   1           
0             0.612985167 -0.365190930  0.639684309 S            0.50083389   13.60266     1200         0.46053431   1           
1             1.453553069 -0.529004217  0.443517351 S            0.60948353   13.60118     1944         0.22063388   1           
0             0.589972938  0.454352613  0.376845134 S            2.24731084   13.60026     1321         0.73950344   1           
1            -0.399007165 -1.298076626  0.866106100 S            2.53401263   13.60026     1321         0.40152117   1           
1            -0.228492309  0.150214345  0.325313013 S            4.05002601   13.59706      501         0.81877167   1           
1             0.146737397  0.400955992  0.007878194 S            0.28516373   13.59674     1758         0.81732221   1           
1            -0.348343879 -1.040480706  0.576486453 S            7.08175757   13.59661      722         0.48643854   1           
1            -0.462616726 -1.081406935  0.445312860 S            1.86744522   13.59661      722         0.50759815   1           
1             0.033283166  1.413849602 -1.097293055 S            4.90642436   13.59658     1253         0.96029774   1           
1             0.412029892 -0.630537575  0.489434702 S            0.62850580   13.59534     1493         0.42809634   1           
1            -0.504335866 -0.957986925  0.304537859 S            1.11865823   13.59534     1493         0.56632823   1           
1             1.997872631  1.357848920  0.750021883 S            0.92509591   13.59247     1234         0.67532873   1           
0            -1.147889981 -1.061662283 -0.194025264 S            1.09296682   13.59247     1234         0.70801568   1           
1             0.399750639 -0.622279399  0.983052567 S            0.62260759   13.59063      253         0.41698137   1           
0             0.522906995  0.080862882  0.847298905 S            1.47422454   13.59063      253         0.62931847   1           
1            -0.754377833  0.822067665 -1.456557147 S            4.24100560   13.58913      616         0.96307487   1           
0             0.478853282  0.407949240  0.181063652 S            1.07567577   13.58898     1956         0.75514270   1           
0             0.521845825  0.441948647  0.660058771 S            0.95825119   13.58877      476         0.74251969   1           
0            -0.072257768  0.352717383  0.223471138 S            1.00133912   13.58715     1693         0.83699951   1           
1             1.138476542  0.888464060 -1.237428977 S            7.16642156   13.58328      537         0.78360454   1           
1             0.398780427 -0.551760419 -0.130360778 S            3.64787206   13.58328      537         0.48059701   1           
1             0.505958595 -0.055347163 -0.353942216 S            0.34549745   13.58312      381         0.62926878   1           
0             0.736838864  0.607634018  0.658953062 S            4.64365609   13.58225     1408         0.74238788   1           
1            -0.028295012 -0.369373312  0.879369535 S            1.82786356   13.58225     1408         0.62046390   1           
0             0.391109684  1.003924320 -0.011948486 S            1.18410798   13.58225     1912         0.88861339   1           
0             0.326469272  1.083147089  0.091851204 S            6.01133175   13.58192     1587         0.90391863   1           
0             0.110111873 -0.348777216  0.264397583 S            5.85479814   13.58157      788         0.61273447   1           
1            -0.403797590  1.699658341 -1.553418260 S            0.97331839   13.58157      788         0.98398595   1           
1            -0.418896523 -1.029694206  0.291837423 S            1.12770709   13.58000     1648         0.51926930   1           
1             0.247033119  1.486904812 -1.096298932 S            1.83989634   13.57931     1556         0.95510084   1           
0             0.841682458  1.592327431 -0.118416078 S            3.41324068   13.57822     1813         0.91873868   1           
0             1.686100891  0.003361619  0.568959517 S            5.38929821   13.57822     1813         0.31222303   1           
0            -0.601933185 -0.014909133  0.519116392 S            0.93919574   13.57824      395         0.83922753   1           
0            -0.228856139  0.108524647 -0.073726166 S            0.11651898   13.57822     1813         0.81865478   1           
0             0.041348058  0.480949115  0.100002003 S            4.50319695   13.57740     1132         0.84680414   1           
1             0.046350716 -1.104574961  0.661768055 S            3.24032684   13.57429      719         0.35894168   1           
1             0.090919856  0.728630660 -0.430971577 S            2.40378103   13.57340     1175         0.88858400   1           
1             0.640393672 -0.236988395  0.265949633 S            0.53735900   13.57038      109         0.51093796   1           
1            -0.491237996 -1.283284075  0.485732099 S            0.07085237   13.56995      729         0.44392384   1           
1             0.927606907  1.126997147  0.090380307 S            0.28748757   13.56995      729         0.83973486   1           
1            -0.494724698  1.358094230 -0.730091192 S            0.62362665   13.56722      993         0.97401439   1           
0             0.037406569 -0.151037961  0.797090592 S            0.44906068   13.56722      993         0.67614851   1           
1             0.098833152  0.233903311  0.503905287 S            0.53213465   13.56641     1247         0.77677723   1           
1             0.490586790 -0.703420406  0.666343052 S            1.05800009   13.56342     1290         0.37739799   1           
1            -0.308080058 -0.436726085 -0.845571834 S            0.18604714   13.56129      736         0.71995037   1           
0             0.747329287  1.424955873  0.246259900 S            0.15596071   13.56129      736         0.90397599   1           
0            -0.910551735 -0.200683022  0.473046879 S            0.09021292   13.56129      736         0.84975098   1           
1             1.393369572  1.295152320  0.190086845 S            3.28157537   13.56092     1197         0.79818328   1           
0            -0.741613474 -1.157291115 -0.346029803 S            1.30451632   13.56092     1197         0.58359094   1           
0            -0.244106667  1.341144506 -0.312265106 S            0.56534160   13.56092     1197         0.96343264   1           
0             0.257008117  1.391055023 19.748727893 S            6.59293725   13.55853      278         0.48679209   1           
1             0.078640603  0.661517307 -1.078135888 S            4.03644548   13.55853      278         0.88976526   1           
1            -0.108913612  0.493967759 -0.290607413 S            1.45794911   13.55521      768         0.87490341   1           
1             0.404359149  0.377462585  0.211957564 S            2.11150783   13.55365     1943         0.76125266   1           
1             1.323514268 -0.485335464  0.701203314 S            0.33520386   13.55365     1943         0.25009836   1           
1            -0.936838431  0.243424120 -0.457087610 S            2.00884617   13.55328     1840         0.92489058   1           
1             0.216168232 -1.201824319  0.522976229 S            5.22165299   13.55116     1115         0.29358409   1           
1             0.673714409 -0.678430404  0.751158025 S            0.22815233   13.55114      884         0.33740783   1           
1             0.518935188 -0.249167451  0.422970440 S            0.39479736   13.55102     1644         0.53372326   1           
0            -1.969144589 -1.290932801 -1.617422574 S            1.15283883   13.55039      360         0.83925985   1           
1             1.217973333 -0.234038810  0.023434199 S            0.29832513   13.54744      642         0.36847643   1           
0             1.933080624  0.690788121  1.155502577 S            4.45998151   13.54744      642         0.45436051   1           
1            -0.143810944  0.973766998 -0.710147855 S            2.84803476   13.54744      642         0.93757514   1           
1             1.136899947  0.806054722  0.604905200 S            1.01157841   13.54744      642         0.71335855   1           
1             0.341265014  1.011868209  1.351476798 S            6.28631856   13.54625     1647         0.87515049   1           
1             0.381892664  1.187909895 -0.652240156 S            3.01285366   13.54615     1140         0.91934498   1           
1            -1.619231368  1.197567893 -2.277835103 S            2.95994517   13.54613     1551         0.99207861   1           
0             1.475049341  1.409359817 -0.162593713 S            1.35760051   13.54610     1981         0.81699388   1           
1             0.160108138 -1.125403363  0.523488507 S            2.21649361   13.54575     1498         0.32925068   1           
1             0.462541583 -1.044517357  0.614542112 S            0.52209299   13.54548     1909         0.28144370   1           
0             0.292845343  1.038109751 -0.872190000 S            0.04844982   13.54286     1900         0.91311448   1           
0             0.571478261  1.708490777 -1.196609045 S            0.55713521   13.54286     1900         0.95394812   1           
1             0.165080478 -0.896219545  0.891948242 S            0.60843846   13.53891      834         0.38919071   1           
1            -0.992170866 -0.934973173 -0.090195141 S            0.90545935   13.53814      294         0.70675384   1           
1             0.464512327 -1.121579638  0.893627093 S            0.49450748   13.53785     2025         0.25231821   1           
0             1.589928571 -0.334181270  0.730164772 S            0.48276190   13.53675     1642         0.23531174   1           
1            -0.042059903 -1.061663558  0.617433186 S            5.00339550   13.53596     1210         0.39677660   1           
1             0.527545824 -0.944307449  0.585955987 S            2.36661879   13.53596     1210         0.29654082   1           
1             1.033269118 -0.840380916  0.769437726 S            0.92408391   13.53596     1210         0.21597185   1           
0            -0.526711393  1.000362608  0.001989533 S            3.19889295   13.53567     1081         0.95507275   1           
1             0.430463930  0.455275076  0.338251836 S            5.09769002   13.53493      329         0.77236247   1           
1             1.313933419  1.629809628  0.149140112 S            0.29512666   13.53388      836         0.87341678   1           
1             0.362306499  0.508019152 -0.994989623 S            0.67020792   13.53260      773         0.82607304   1           
0             0.021519339 -0.883836744  1.369406526 S            3.34491360   13.53245     1374         0.41409647   1           
1             0.035799655 -1.000797603  0.554894697 S            2.99418572   13.53113     1211         0.39912277   1           
0             0.821065441  0.662987127  0.575066276 S            0.39671459   13.53113     1211         0.74206622   1           
0             1.373419576  1.831719154  0.650305201 S            0.40335597   13.53007     1396         0.88864212   1           
1             0.006026257  0.346837720  0.109699780 S            0.72866223   13.52978      706         0.82633883   1           
0            -0.485841189 -0.682382904  0.352590547 S            0.75470912   13.52978      706         0.65097732   1           
0             0.774222366 -0.074157367  0.973314214 S            1.31978911   13.52971     1656         0.50639203   1           
0            -0.523073096 -0.718005132  0.304558147 S            1.43041485   13.52881     1238         0.65037446   1           
1             2.017913585  0.406023990  0.269931200 S            0.70741872   13.52850     1664         0.36721240   1           
0             0.019912424  0.648483108 -0.808900846 S            0.93290137   13.52810      124         0.89042287   1           
0            -0.911703862  1.237565028 -1.067073727 S            5.27424075   13.52758     1348         0.98115864   1           
1             2.137189090  1.554360478  0.315331201 S            0.86303112   13.52758     1348         0.71456042   1           
1             0.475882006  0.486326556 -0.094450599 S            4.43799346   13.52758     1348         0.78204133   1           
0            -0.734245922 -1.468420464  0.729738719 S            0.49375591   13.52758     1348         0.43633647   1           
1             0.641303246  1.845442872 -0.992387657 S            1.26180004   13.52668      470         0.95759254   1           
0             0.872850536  0.239379182  0.287155913 S            0.84363849   13.52668      470         0.61136726   1           
0             1.769145022 -0.058525484  1.595990623 S            2.70596276   13.52651     1974         0.24763936   1           
1            -0.032448735 -1.257735623  0.730139412 S            0.33323888   13.52600     1125         0.32785734   1           
1            -0.379481638 -0.838148391  0.217729567 S            4.51040815   13.52462      322         0.57727213   1           
0            -0.669453915  0.826918365  0.910212726 S            1.89177090   13.51936     1107         0.94479237   1           
0            -0.297225805  0.064891848 -0.583412314 S            0.46827593   13.51459      516         0.83098851   1           
0            -0.192230615  1.025910295 -1.164087002 S            4.59350941   13.51361      259         0.94777202   1           
1            -0.574949148 -0.623762224  0.424421048 S            1.50258036   13.51310      904         0.68792682   1           
1            -0.308959313  1.512407492 -0.690884175 S            1.47479098   13.51310      904         0.97424609   1           
1            -0.294982188  1.171640511 -0.589600226 S            4.94479125   13.51303     1843         0.95810766   1           
1             2.091376866 -0.036716734 -0.603462164 S            6.39818904   13.51271     1570         0.24703923   1           
0            -0.755499641 -0.768314086  0.275835077 S            0.43440275   13.51123     1356         0.69099566   1           
0             0.580119217 -0.813213214  0.040902370 S            1.84990216   13.50876     1905         0.34061888   1           
1            -0.622671478 -0.579753046  0.528124369 S            1.15451876   13.50876     1905         0.70851761   1           
1             0.572509112  1.189592002  0.425760072 S            0.82579448   13.50845      885         0.88869014   1           
1            -0.269999215 -0.498261415  0.561975292 S            2.59617605   13.50792      718         0.64963040   1           
0            -0.063586494 -1.401471484  0.723013169 S            2.73165511   13.50693     1082         0.29250848   1           
0             0.049564545  0.464160424  0.214153766 S            4.06975424   13.50634     1854         0.84041655   1           
1            -0.812833139  1.006604498 -0.998037931 S            4.66352329   13.50625     1657         0.97112335   1           
1             0.001811896 -0.398657260  0.657938650 S            7.05145108   13.50356     1300         0.61062408   1           
1             0.176935262 -0.162344789  0.490149863 S            0.30662090   13.50356     1300         0.64886100   1           
1             0.620292081 -0.123891169  0.425623126 S            5.28826504   13.50328      696         0.54980834   1           
0             1.174980790 -0.425758279  0.979299244 S            0.69148441   13.50328      696         0.29005920   1           
0             0.455901691  0.941048456  0.143941251 S            0.31779379   13.50297     1119         0.86959435   1           
0            -1.136914451 -0.761058060 -1.856230333 S            1.21836224   13.50283      712         0.82177689   1           
1            -0.370931640 -0.837188316  0.346062807 S            6.33083916   13.50205     1906         0.57088515   1           
0             0.082854964 -1.408737710  0.698936104 S            0.27697257   13.50078     1341         0.25972639   1           
0            -0.715751245 -0.333009417  0.235162235 S            0.69374127   13.50078     1341         0.79787014   1           
0             0.978027641  1.125643607 -0.145333496 S            2.19501617   13.49982     1769         0.83667512   1           
0             0.842167564 -1.106070536  0.782452629 S            4.70470711   13.49914     1088         0.18922812   1           
0             0.985122320  1.040841948  1.109783037 S            0.81018810   13.49733     1568         0.79076779   1           
1             0.779588854  1.297223303 -0.207471292 S            0.63201566   13.49716      946         0.89036638   1           
1            -0.201205081 -0.705530531  0.340995820 S            0.61102290   13.49716      946         0.57118999   1           
0            -0.303926335 -1.211236370  0.264438160 S            0.09263390   13.49663     1506         0.42677362   1           
1            -0.210391781 -0.667865753  0.512203176 S            1.15954894   13.49663     1506         0.58044263   1           
0            -0.788759740 -1.558054246  0.404736387 S            1.99709238   13.49519     1316         0.43148575   1           
0             0.443531481 -0.566768445 -0.912370852 S            0.20927231   13.49472      283         0.49116042   1           
0            -0.022776928  1.326701050 -0.687125779 S            1.46235114   13.49351     1416         0.95549340   1           
0            -0.125771055  0.391153153  0.335568717 S            0.72451669   13.49302     1182         0.84955372   1           
1             1.333095117 -0.533544493 -0.659386688 S            0.16073901   13.49170     1826         0.27253380   1           
1            -0.280459319 -0.058183529 -0.060741694 S            0.53662016   13.49170     1826         0.79069631   1           
0            -0.584863508 -0.988377827 -0.084341985 S            2.65421955   13.49096     1662         0.59062982   1           
0             0.482582536  1.902726587 -1.294793965 S            4.08988172   13.49070     1778         0.96802989   1           
1            -0.073713087  1.168923103 -0.968183791 S            5.63958059   13.49070     1778         0.94988398   1           
1             0.970023387 -0.023787213  1.137258381 S            0.53022846   13.48947     1869         0.46548175   1           
1             0.070818264  0.010843064  0.648073495 S            1.68467352   13.48919     1716         0.72040455   1           
0             0.387410748 -1.403707834  0.785871197 S            7.15050829   13.48769      990         0.20096280   1           
1             0.910294677  1.882457655  0.376474874 S            0.98883455   13.48635     1261         0.93610570   1           
0            -0.184044446  0.318161310  0.661762983 S            2.49062346   13.48381      870         0.83833240   1           
0             0.497499554  0.427872774  0.466884327 S            2.63041337   13.48289      565         0.74898511   1           
0            -0.867498553  0.704525737 -0.521680283 S            0.34224887   13.48210     1209         0.95632968   1           
1            -0.071742343 -1.434727312  0.655661296 S            3.81111316   13.48052     2005         0.28677205   1           
0             0.528394760  0.762428248  0.605767450 S            4.80278662   13.48052     2005         0.81837252   1           
0            -0.479716722 -0.225881741  0.223126238 S            0.67574345   13.47953     1087         0.78071867   1           
0             0.095831557 -0.550635869  0.459793589 S            0.94933174   13.47953     1087         0.54133647   1           
1            -1.092587865  0.755293283 -0.603264353 S            2.05365405   13.47897      447         0.96803688   1           
1             0.775617047 -0.751838534  0.976570476 S            2.11295019   13.47897      447         0.28524516   1           
1            -0.287159849 -0.989513853  0.708101315 S            0.80970420   13.47770     1950         0.48302535   1           
0             0.672319729  1.016356591  0.327519359 S            5.57183337   13.47589      721         0.85109570   1           
0            -0.980679911  0.841136629 -0.801135524 S            3.09706707   13.47538      761         0.96886670   1           
1            -0.351042282 -0.848605942  0.316766594 S            0.84075277   13.47538      761         0.56275954   1           
1             0.233874612  0.021062318 -0.266931041 S            1.61581603   13.47517     2008         0.71413087   1           
1             0.111931021  0.696144397  1.652817974 S            3.94516980   13.47474      641         0.84710492   1           
0             0.570356453 -0.596256647  0.816019517 S            2.92144614   13.47300     1104         0.38729476   1           
1            -0.248048156 -1.462628139  0.515571023 S            0.62558078   13.47163      786         0.32292307   1           
0             0.013090617 -1.371025757  0.514881223 S            0.75091064   13.47163      786         0.29033785   1           
0            -1.127545836  1.004740703 -1.190380556 S            5.65989252   13.47117      510         0.97974004   1           
0            -0.113188611  1.483194817  0.121401021 S            4.09105070   13.47041      587         0.96325594   1           
0             0.205768767  0.867586278  0.157179326 S            0.55619185   13.47041      587         0.88718951   1           
0             0.783742577  0.914235484  0.479265224 S            0.27526962   13.46905     1773         0.81150543   1           
1             0.509687849 -0.424313704  0.827913495 S            0.63254155   13.46782     1743         0.46105630   1           
0             0.329288953 -0.898871546  0.522555248 S            0.55388126   13.46782     1743         0.35929456   1           
1             1.187684510 -0.423266164  0.766637949 S            0.30721488   13.46611     1702         0.29420843   1           
1            -0.146964135 -0.654645277  0.686337109 S            5.25485886   13.46447     1618         0.56217211   1           
1            -0.236769435 -1.038570756  0.574472845 S            0.15638901   13.46447     1618         0.45727838   1           
0             0.410756488  0.627138587 -0.185798384 S            0.91120066   13.46435      214         0.82583779   1           
1            -0.262631663  1.118048177 -0.662506004 S            6.30351186   13.46250     1239         0.95395209   1           
0            -0.211513589  0.163696196 -0.484806413 S            1.81659587   13.46250     1239         0.83532032   1           
1             0.187001218 -0.920728872  0.275723491 S            6.66285315   13.46243     1908         0.39635504   1           
1             0.251884182 -0.772712836  0.555569281 S            0.54094038   13.45821     1302         0.41958369   1           
0             0.912447336 -0.917296572  0.835202044 S            2.56556858   13.45737     1450         0.21828967   1           
0            -0.682915614  0.770035255 -0.262254603 S            0.62984940   13.45589      936         0.94988864   1           
0             1.483356786 -0.646334826  0.408327405 S            0.66661466   13.45184     1143         0.18967133   1           
1             0.424127230 -0.919285572  0.433160206 S            0.66809050   13.45184     1143         0.33268250   1           
0            -0.016470547 -0.358076429  0.255247589 S            3.47706398   13.44991     1958         0.64183115   1           
0            -0.248199751 -0.406598215  0.277645802 S            2.73118293   13.44661     1955         0.68176038   1           
0             0.445411268  0.729271704  0.091587457 S            4.43747647   13.44563     1722         0.83502528   1           
0             0.038346463  0.349306758 -1.244337121 S            2.79730148   13.44321     1655         0.84829032   1           
0            -0.842424622 -0.621153574 -0.611460801 S            3.44853660   13.44321     1655         0.77366461   1           
0            -0.425566734  0.863603700  0.112372755 S            6.36148234   13.44321     1655         0.93946708   1           
1            -0.610543821  0.986241344 -0.663981973 S            0.16643518   13.44127     1988         0.96165498   1           
0             0.303517682  0.598582664 -0.047589845 S            0.25054385   13.43979     1844         0.83373970   1           
1            -0.596445420 -0.932386198  0.537035977 S            0.91873518   13.43979     1844         0.59108418   1           
